NUM_SOLICITUD,SUCURSAL,STATUS_SOLICITUD,APROBACION_TC,TIPO_CTE,LINEA_CREDITO_FINAL,MESES_VENCIDOS,SALDO_CUENTA,CAPACIDAD_TC,INGRESO_INFERIDO,COMPROBANTE_INGRESOS,SEGMENTO_CLIENTE,CLIENTE_CDE,SUMA_LINEAS_REVOLVENTES,NIVEL_RIESGO,CAPACIDAD_PAGO_TOTAL,SOLICITUDES_RECHAZADAS,SCORE_CLIENTE,SCORE_COMPORTAMIENTO,PEOR_MOP_TARJETAS,SUMA_SALDOS_TARJETAS,SUMA_PAGO_MIN_TARJETAS,SUMA_SALDOS_TOTAL,NUM_CREDITOS,EDAD,TIPO_VIVIENDA,ESCOLARIDAD
3492,6467,Aprobada,Aprobado,REGULAR,24400,2.0,"26,840",-0.1,78661,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Medio ,ALTO,0,236,690,0,0,0,0,0,54,Propia,Licenciatura
3493,68,Aprobada,Aprobado,BUENO,1999,0.0,"1,579",0.21,71625,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Bajo,ACEPTABLE,0,236,731,0,0,0,0,0,54,Renta,Posgrado
3494,4155,Aprobada,Aprobado,BUENO,1999,1.0,"1,979",0.01,55843,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,0,Bajo,ACEPTABLE,0,237,721,0,0,0,0,0,54,Propia,Licenciatura
3495,247,Aprobada,Aprobado,REGULAR,1999,0.0,680,0.66,80490,RECIBOS DE NOMINA,Alto A,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,238,776,0,0,0,0,0,54,Familiares,Posgrado
3496,650,Aprobada,Aprobado,BUENO,26000,1.0,"29,380",-0.13,69852,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Bajo,ALTO,0,239,707,0,0,0,0,0,54,Familiares,Posgrado
3497,557,Aprobada,Aprobado,REGULAR,9899,0.0,"3,663",0.63,60386,PROPIEDAD ACTIVO FIJO,Alto B,CLIENTE_BANCO,8100,Mínimo,ACEPTABLE,0,240,773,0,0,0,0,0,54,Propia,Posgrado
3498,50,Aprobada,Aprobado,REGULAR,45000,0.0,"11,700",0.74,84375,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,241,784,0,0,0,0,0,54,Familiares,Posgrado
3499,422,Aprobada,Aprobado,REGULAR,49999,1.0,"17,500",0.65,77052,RECIBOS DE NOMINA,Alto A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,241,785,0,0,0,0,0,54,Familiares,Licenciatura
3500,7498,Aprobada,Aprobado,BUENO,49999,0.0,"25,000",0.5,71017,PROPIEDAD ACTIVO FIJO,Alto A,CLIENTE_BANCO,15000,Mínimo,ACEPTABLE,0,242,772,0,0,0,520,0,54,Renta,Preparatoria
3501,562,Aprobada,Aprobado,BUENO,49999,1.0,"39,999",0.2,57843,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,53000,Bajo,ACEPTABLE,0,245,738,0,0,0,0,0,54,Hipoteca,Preparatoria
3502,909,Aprobada,Aprobado,REGULAR,9899,1.0,"1,980",0.8,79972,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,12700,Bajo,ACEPTABLE,0,246,740,0,3131,0,0,0,54,Familiares,Posgrado
3503,478,Aprobada,Aprobado,REGULAR,4999,0.0,"1,050",0.79,69920,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,247,789,0,0,0,0,0,54,Familiares,Secundaria
3504,136,Aprobada,Aprobado,BUENO,49999,2.0,"59,999",-0.2,61374,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,93000,Bajo,ALTO,0,248,750,1,4656,1170,0,0,54,Renta,Preparatoria
3505,223,Aprobada,Aprobado,REGULAR,49999,0.0,"18,000",0.64,83434,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,50000,Bajo,ACEPTABLE,0,251,740,1,3662,630,32047,0,54,Propia,Preparatoria
3506,460,Aprobada,Aprobado,BUENO,4999,1.0,"4,899",0.02,77127,RECIBOS DE NOMINA,Alto C,CLIENTE_BANCO,0,Bajo,ACEPTABLE,0,271,722,0,0,0,0,0,54,Hipoteca,Preparatoria
3507,384,Aprobada,Aprobado,BUENO,49999,0.0,"23,500",0.53,72179,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,54000,Bajo,ACEPTABLE,0,272,714,0,0,0,0,0,54,Propia,Licenciatura
3508,302,Aprobada,Aprobado,BUENO,9899,0.0,"5,246",0.47,57198,PROPIEDAD ACTIVO FIJO,Alto A,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,278,757,0,0,0,0,0,54,Hipoteca,Preparatoria
3509,383,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,78921,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,89,0,0,44691,0,43447,0,55,Propia,Licenciatura
3510,4663,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,70392,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,89,0,2,1613,500,0,0,55,Renta,Preparatoria
3511,113,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,61852,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,89,0,0,0,0,0,0,55,Familiares,Preparatoria
3512,120,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,82730,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,89,0,0,0,0,20047,0,55,Propia,Licenciatura
3513,9144,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,78387,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,89,0,0,0,0,0,0,55,Familiares,Posgrado
3514,50012,Cancelada,Rechazado,MALO,0,#N/A,#N/A,#N/A,72397,SIN COMPROBANTE,,NO_CLIENTE,0,Alto,BAJO,3,90,0,0,0,0,0,0,55,Propia,Preparatoria
3515,181,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,56446,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,90,0,0,0,0,0,0,55,Renta,Preparatoria
3516,151,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,80210,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,90,0,0,0,0,0,0,55,Familiares,Licenciatura
3517,383,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,70605,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,5000,Alto,BAJO,3,90,0,0,5237,0,0,0,55,Propia,Licenciatura
3518,729,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,61039,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,90,0,0,0,0,0,0,55,Propia,Preparatoria
3519,4400,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,84081,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,90,0,0,0,0,0,0,55,Hipoteca,Licenciatura
3520,468,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,82515,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,91,0,0,0,0,0,0,55,Propia,Licenciatura
3521,390,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,71268,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,91,0,1,2333,340,0,1,55,Familiares,Posgrado
3522,9261,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,63089,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,91,0,0,0,0,0,0,55,Hipoteca,Preparatoria
3523,4331,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,86497,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,91,0,0,0,0,0,0,55,Propia,Preparatoria
3524,382,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,78614,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,91,0,0,0,0,10021,0,55,Propia,Posgrado
3525,4152,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,74195,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,92,0,1,4729,380,0,0,55,Propia,Preparatoria
3526,220,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,59297,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,92,0,0,0,0,0,0,55,Renta,Posgrado
3527,8188,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,81208,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,92,0,0,0,0,0,0,55,Propia,Preparatoria
3528,9401,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,72017,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,92,0,8,7240,7240,0,0,55,Propia,Preparatoria
3529,4718,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,63818,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,92,0,0,0,0,0,0,55,Propia,Posgrado
3530,4360,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,85127,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,92,0,0,0,0,0,0,55,Hipoteca,Preparatoria
3531,7576,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,79440,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,93,0,0,0,0,0,0,55,Renta,Posgrado
3532,4073,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,75053,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,93,0,0,0,0,0,0,55,Familiares,Preparatoria
3533,147,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,59134,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,1,Alto,BAJO,2,93,0,0,0,0,0,0,55,Propia,Licenciatura
3534,748,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,81674,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,93,0,0,0,0,0,0,55,Hipoteca,Preparatoria
3535,7550,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,73195,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,94,0,0,0,0,0,0,55,Propia,Licenciatura
3536,580,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,63107,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,94,0,0,0,0,0,0,55,Renta,Licenciatura
3537,8164,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,85211,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,55,Renta,Secundaria
3538,9226,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,80740,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,55,Renta,Posgrado
3539,279,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,74217,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,94,0,0,0,0,0,0,55,Renta,Preparatoria
3540,7763,Cancelada,Rechazado,MALO,0,#N/A,#N/A,#N/A,58416,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,95,0,0,0,0,0,0,55,Propia,Posgrado
3541,220,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,82617,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,95,0,0,0,0,0,0,55,Renta,Preparatoria
3542,198,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,73069,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,95,0,0,0,0,0,0,55,Familiares,Posgrado
3543,500,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,62870,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,95,0,0,0,0,0,0,55,Familiares,Posgrado
3544,773,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,86194,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,95,0,0,0,0,0,0,55,Hipoteca,Preparatoria
3545,8147,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,80600,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,95,0,0,0,0,0,0,55,Renta,Posgrado
3546,7556,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,73939,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,95,0,0,0,0,0,0,55,Propia,Preparatoria
3547,283,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,59090,PROPIEDAD ACTIVO FIJO,Alto A,CLIENTE_BANCO,0,Alto,BAJO,2,95,0,0,0,0,119028,0,55,Propia,Licenciatura
3548,4766,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,83260,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,96,0,0,10000,0,55951,0,55,Hipoteca,Licenciatura
3549,9175,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,72452,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,96,0,0,0,0,0,0,55,Familiares,Licenciatura
3550,4372,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,63595,RECIBOS DE NOMINA,,NO_CLIENTE,14700,Alto,BAJO,5,96,0,1,15242,980,49481,0,55,Propia,Posgrado
3551,7162,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,87278,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,97,0,0,0,0,0,0,55,Renta,Licenciatura
3552,4454,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,79166,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,97,0,0,0,0,0,0,55,Familiares,Posgrado
3553,7575,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,74791,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,97,0,0,0,0,0,0,55,Familiares,Licenciatura
3554,9260,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,59833,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,97,0,0,0,0,0,0,55,Hipoteca,Preparatoria
3555,358,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,81006,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,97,0,0,0,0,32231,0,55,Hipoteca,Posgrado
3556,134,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,73634,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,98,0,1,16192,870,717380,0,55,Propia,Posgrado
3557,2,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,64396,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,55,Hipoteca,Licenciatura
3558,9261,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,84514,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,55,Propia,Preparatoria
3559,4733,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,81223,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,98,0,0,0,0,0,0,55,Familiares,Posgrado
3560,256,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,75733,PROPIEDAD ACTIVO FIJO,Medio B,NO_CLIENTE,0,Alto,BAJO,4,98,0,0,0,0,0,0,55,Familiares,Licenciatura
3561,4463,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,57938,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,99,0,0,0,0,0,0,55,Renta,Posgrado
3562,4152,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,83112,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,99,0,0,0,0,32105,0,55,Hipoteca,Licenciatura
3563,4351,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,74561,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,99,0,0,0,0,0,0,55,Renta,Licenciatura
3564,7512,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,62950,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,99,0,0,0,0,0,0,55,Familiares,Posgrado
3565,546,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,86301,PAGOS PROV SEMESTRALES PF,Medio B,NO_CLIENTE,0,Alto,BAJO,1,99,0,0,0,0,0,0,55,Familiares,Posgrado
3566,121,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,81857,CTA NOMINA DIGITAL,,NO_CLIENTE,0,Alto,BAJO,3,100,0,0,0,0,0,0,55,Familiares,Licenciatura
3567,5187,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,74032,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,100,0,0,0,0,0,0,55,Hipoteca,Preparatoria
3568,292,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,59163,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,100,0,0,0,0,0,0,55,Propia,Posgrado
3569,8155,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,83760,RECIBOS DE NOMINA,,NO_CLIENTE,49999,Alto,BAJO,2,100,0,1,1164,630,0,0,55,Renta,Licenciatura
3570,10029,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,72887,RECIBOS DE NOMINA,,NO_CLIENTE,9800,Alto,BAJO,4,100,0,1,11572,740,0,0,55,Renta,Preparatoria
3571,8131,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,63675,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,0,100,0,0,0,0,0,0,55,Propia,Preparatoria
3572,4183,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,87387,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,100,0,0,0,0,0,0,55,Propia,Posgrado
3573,7788,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,80781,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,0,100,0,0,0,0,0,0,55,Hipoteca,Posgrado
3574,4431,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,75242,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,101,0,0,0,0,0,0,55,Renta,Licenciatura
3575,103,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,59342,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,101,0,0,0,0,0,0,55,Familiares,Licenciatura
3576,7130,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,82659,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,101,0,1,1147,250,7137,0,55,Hipoteca,Posgrado
3577,4479,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,74078,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,101,0,0,0,0,0,0,55,Familiares,Posgrado
3578,7622,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,63868,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,0,101,0,0,0,0,0,0,55,Familiares,Preparatoria
3579,4392,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,86238,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,101,0,0,0,0,0,0,55,Renta,Posgrado
3580,6561,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,81713,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,0,101,0,0,0,0,0,0,55,Hipoteca,Posgrado
3581,8128,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,75112,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,0,121,0,0,0,0,0,0,55,Propia,Preparatoria
3582,7588,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,59120,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,123,0,0,0,0,0,0,55,Renta,Posgrado
3583,4749,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,83613,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,24200,Alto,BAJO,1,132,0,0,2078,0,0,0,55,Propia,Licenciatura
3584,5753,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,73950,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,0,134,0,0,0,0,0,0,55,Propia,Preparatoria
3585,7681,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,63629,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,0,142,0,0,0,0,0,0,55,Hipoteca,Licenciatura
3586,527,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,87234,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,9000,Alto,BAJO,1,145,0,1,1531,108,0,0,55,Renta,Posgrado
3587,91,Aprobada,Aprobado,BUENO,9899,1.0,"8,414",0.15,81572,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,9500,Bajo,ACEPTABLE,0,171,710,1,7353,310,0,0,55,Familiares,Licenciatura
3588,9188,Aprobada,Aprobado,REGULAR,6000,2.0,"7,140",-0.19,74830,RECIBOS DE NOMINA,Alto B,NO_CLIENTE,0,Medio ,ALTO,0,178,681,0,0,0,0,0,55,Hipoteca,Posgrado
3589,478,Aprobada,Aprobado,REGULAR,227000,2.0,"161,170",0.29,60372,PROPIEDAD ACTIVO FIJO,Alto C,CLIENTE_BANCO,214700,Alto,ACEPTABLE,0,192,500,0,55,0,29078,0,55,Renta,Posgrado
3590,9171,Aprobada,Aprobado,BUENO,7000,1.0,"7,280",-0.04,83075,INVERSIONES,Alto C,NO_CLIENTE,0,Bajo,ALTO,0,193,716,0,0,0,0,0,55,Renta,Licenciatura
3591,7575,Aprobada,Aprobado,REGULAR,10500,1.0,"1,680",0.84,72632,RECIBOS DE NOMINA,Alto A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,195,804,0,0,0,0,0,55,Propia,Posgrado
3592,7403,Aprobada,Aprobado,REGULAR,70000,0.0,"35,000",0.5,65284,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,15600,Medio ,ACEPTABLE,0,197,694,0,13334,0,0,0,55,Propia,Licenciatura
3593,4376,Aprobada,Aprobado,BUENO,9899,2.0,"11,186",-0.13,87085,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,50000,Bajo,ALTO,0,202,744,0,1294,0,0,0,55,Propia,Posgrado
3594,86000,Aprobada,Aprobado,REGULAR,3000,0.0,"1,080",0.64,80498,RECIBOS DE NOMINA,Alto A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,202,774,0,0,0,0,0,55,Familiares,Preparatoria
3595,390,Aprobada,Aprobado,REGULAR,9899,1.0,"8,315",0.16,77143,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,17200,Medio ,ACEPTABLE,0,206,697,1,15001,940,58513,0,55,Hipoteca,Preparatoria
3596,424,Aprobada,Aprobado,BUENO,16200,0.0,"6,642",0.59,59700,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,24300,Mínimo,ACEPTABLE,0,207,769,0,0,0,0,0,55,Familiares,Posgrado
3597,7511,Aprobada,Aprobado,REGULAR,36000,1.0,"9,720",0.73,81981,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,18500,Bajo,ACEPTABLE,0,208,710,0,0,0,0,0,55,Familiares,Posgrado
3598,8179,Aprobada,Aprobado,BUENO,9899,2.0,"5,840",0.41,74876,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,16300,Bajo,ACEPTABLE,0,211,706,0,13143,0,0,0,55,Hipoteca,Preparatoria
3599,70001,Aprobada,Aprobado,REGULAR,38000,0.0,"14,060",0.63,64558,PAGOS PROV SEMESTRALES PF,Medio A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,211,773,0,0,0,0,0,55,Hipoteca,Posgrado
3600,4604,Aprobada,Aprobado,BUENO,36000,0.0,"15,120",0.58,85938,RECIBOS DE NOMINA,Alto A,CLIENTE_BANCO,5600,Mínimo,ACEPTABLE,0,214,767,1,711,250,0,0,55,Propia,Preparatoria
3601,4454,Aprobada,Aprobado,BUENO,9899,2.0,"7,820",0.21,82594,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,16500,Bajo,ACEPTABLE,0,216,740,1,2187,250,145354,0,55,Familiares,Preparatoria
3602,11721,Aprobada,Aprobado,BUENO,2999,2.0,"2,429",0.19,75923,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Bajo,ACEPTABLE,0,217,720,0,0,0,0,0,55,Propia,Licenciatura
3603,284,Aprobada,Aprobado,REGULAR,9899,1.0,"2,079",0.79,58914,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,28000,Bajo,ACEPTABLE,0,219,733,1,66,66,127312,0,55,Renta,Licenciatura
3604,419,Aprobada,Aprobado,BUENO,54000,2.0,"46,440",0.14,84515,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,50800,Bajo,ACEPTABLE,0,221,731,0,19340,0,0,0,55,Familiares,Posgrado
3605,148,Aprobada,Aprobado,BUENO,58000,2.0,"42,920",0.26,74043,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,146000,Mínimo,ACEPTABLE,0,223,767,1,14875,1830,0,1,55,Hipoteca,Posgrado
3606,11704,Aprobada,Aprobado,BUENO,49999,0.0,"28,499",0.43,63708,RECIBOS DE NOMINA,Medio B,CLIENTE_BANCO,24600,Mínimo,ACEPTABLE,0,224,753,0,0,0,0,0,55,Renta,Preparatoria
3607,6613,Aprobada,Aprobado,REGULAR,1999,1.0,600,0.7,88594,RECIBOS DE NOMINA,Alto B,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,224,790,0,0,0,0,0,55,Renta,Preparatoria
3608,14074,Aprobada,Aprobado,BUENO,60000,2.0,"47,400",0.21,81675,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,63500,Bajo,ACEPTABLE,0,228,721,0,0,0,0,0,55,Hipoteca,Preparatoria
3609,7582,Aprobada,Aprobado,REGULAR,10000,3.0,"10,400",-0.04,74923,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,10000,Alto,ALTO,0,231,589,3,0,0,27094,0,55,Familiares,Posgrado
3610,76,Aprobada,Aprobado,BUENO,49999,0.0,"24,500",0.51,60735,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,34000,Mínimo,ACEPTABLE,0,231,761,0,12849,0,0,0,55,Renta,Posgrado
3611,4368,Aprobada,Aprobado,REGULAR,49999,0.0,"12,500",0.75,84770,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,50000,Mínimo,ACEPTABLE,0,231,785,0,0,0,0,0,55,Propia,Secundaria
